algorithm,attempts,avg_cpu_percent,avg_memory_mb,ciphertext_bytes,cpu_system_micros,cpu_user_micros,decapsulate_time_ms,decrypt_time_ms,disk_io_bytes,encapsulate_time_ms,encrypt_time_ms,error,keygen_time_ms,latency_micros,max_rss_bytes,net_rx_bytes,net_tx_bytes,operation,parameter_set,public_key_bytes,secret_key_bytes,sign_time_ms,signature_bytes,storage_overhead_pct,throughput_ops_per_sec,timestamp_seconds_utc,verify_time_ms
AES-GCM-256,1,,2.1875,1040,953,0,,,0,,0.002645,,,2,2293760,38878234753,24741128822,BulkEncrypt,,,,,,101.5625,500000.0,1762751331,
AES-GCM-256,1,,2.1875,1040,965,0,,0.0020540000000000003,0,,,,,2,2293760,38878234753,24741128822,BulkDecrypt,,,,,,101.5625,500000.0,1762751331,
Kyber512,1,,1.9296875,,0,949,,,0,,,,0.005,5,2023424,38878234753,24741128822,Keygen,,800,1632,,0,,200000.0,1762751331,
Kyber512,1,,1.9296875,,0,988,,,0,,,,0.001,1,2023424,38878234753,24741128822,Keygen,,800,1632,,0,,1000000.0,1762751331,
Kyber512,1,,1.9296875,,0,1005,,,0,0.0,,,,0,2023424,38878234753,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,1.9296875,,0,1019,,,0,0.0,,,,0,2023424,38878234753,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,1.9296875,,0,1031,0.0,,0,,,,,0,2023424,38878234753,24741128822,Decapsulate,,800,1632,,0,,0.0,1762751331,
Kyber768,1,,1.9296875,,0,1048,,,0,,,,0.002,2,2023424,38878234753,24741128822,Keygen,,1184,2400,,0,,500000.0,1762751331,
Kyber768,1,,1.9296875,,0,1062,,,0,,,,0.001,1,2023424,38878234753,24741128822,Keygen,,1184,2400,,0,,1000000.0,1762751331,
Kyber768,1,,1.9296875,,0,1076,,,0,0.0,,,,0,2023424,38878234753,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,1.9296875,,0,1087,,,0,0.0,,,,0,2023424,38878234753,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,1.9296875,,0,1099,0.0,,0,,,,,0,2023424,38878234753,24741128822,Decapsulate,,1184,2400,,0,,0.0,1762751331,
RSA-2048,1,,1.9296875,,0,1112,,,0,,,,0.001,1,2023424,38878234753,24741128822,Keygen,,294,1192,,256,,1000000.0,1762751331,
RSA-2048,1,,1.9296875,,0,1126,,,0,,,,0.0,0,2023424,38878234753,24741128822,Keygen,,294,1192,,256,,0.0,1762751331,
RSA-2048,1,,1.9296875,,0,1137,,,0,0.0,,,,0,2023424,38878234753,24741128822,Encapsulate,,294,1192,,256,,0.0,1762751331,
ECDHE-P256,1,,1.9296875,,0,1150,,,0,,,,0.0,0,2023424,38878234753,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,1.9296875,,0,1163,,,0,,,,0.0,0,2023424,38878234753,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,1.9296875,,0,1175,,,0,0.0,,,,0,2023424,38878234753,24741128822,Encapsulate,,65,32,,0,,0.0,1762751331,
Dilithium2,1,,1.9296875,,0,1190,,,0,,,,0.002,2,2023424,38878234753,24741128822,Keygen,,1312,2528,,2420,,500000.0,1762751331,
Dilithium2,1,,1.9296875,,0,1202,,,0,,,,,0,2023424,38878234753,24741128822,Sign,,1312,2528,0.0,2420,,0.0,1762751331,
Dilithium2,1,,1.9296875,,0,1215,,,0,,,,,0,2023424,38878234753,24741128822,Verify,,1312,2528,,2420,,0.0,1762751331,0.0
Dilithium3,1,,1.9296875,,0,1231,,,0,,,,0.003,3,2023424,38878234753,24741128822,Keygen,,1952,4000,,3293,,333333.3333333333,1762751331,
Dilithium3,1,,1.9296875,,0,1244,,,0,,,,,0,2023424,38878234753,24741128822,Sign,,1952,4000,0.0,3293,,0.0,1762751331,
Dilithium3,1,,1.9296875,,0,1256,,,0,,,,,0,2023424,38878234753,24741128822,Verify,,1952,4000,,3293,,0.0,1762751331,0.0
ECDSA-P256,1,,1.9296875,,0,1267,,,0,,,,0.0,0,2023424,38878234753,24741128822,Keygen,,65,32,,72,,0.0,1762751331,
ECDSA-P256,1,,1.9296875,,0,1280,,,0,,,,,0,2023424,38878234753,24741128822,Sign,,65,32,0.0,72,,0.0,1762751331,
ECDSA-P256,1,,1.9296875,,0,1292,,,0,,,,,0,2023424,38878234753,24741128822,Verify,,65,32,,72,,0.0,1762751331,0.0
AES-GCM-256,1,,1.9296875,1040,0,1308,,,0,,0.003907,,,3,2023424,38878234753,24741128822,BulkEncrypt,,,,,,101.5625,333333.3333333333,1762751331,
AES-GCM-256,1,,1.9296875,1040,0,1326,,0.002845,0,,,,,2,2023424,38878234753,24741128822,BulkDecrypt,,,,,,101.5625,500000.0,1762751331,
Kyber512,1,,1.9140625,,0,1016,,,0,,,,0.008,8,2007040,38878234753,24741128822,Keygen,,800,1632,,0,,125000.0,1762751331,
Kyber512,1,,1.9140625,,0,1057,,,0,,,,0.0,0,2007040,38878234753,24741128822,Keygen,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,1.9140625,,0,1068,,,0,0.0,,,,0,2007040,38878234753,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,1.9140625,,0,1078,,,0,0.0,,,,0,2007040,38878234753,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,1.9140625,,0,1087,0.0,,0,,,,,0,2007040,38878234753,24741128822,Decapsulate,,800,1632,,0,,0.0,1762751331,
Kyber768,1,,1.9140625,,0,1098,,,0,,,,0.001,1,2007040,38878234753,24741128822,Keygen,,1184,2400,,0,,1000000.0,1762751331,
Kyber768,1,,1.9140625,,0,1110,,,0,,,,0.001,1,2007040,38878234753,24741128822,Keygen,,1184,2400,,0,,1000000.0,1762751331,
Kyber768,1,,1.9140625,,0,1120,,,0,0.0,,,,0,2007040,38878234753,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,1.9140625,,0,1128,,,0,0.0,,,,0,2007040,38878234753,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,1.9140625,,0,1137,0.0,,0,,,,,0,2007040,38878234753,24741128822,Decapsulate,,1184,2400,,0,,0.0,1762751331,
RSA-2048,1,,1.9140625,,0,1146,,,0,,,,0.0,0,2007040,38878234753,24741128822,Keygen,,294,1192,,256,,0.0,1762751331,
RSA-2048,1,,1.9140625,,0,1156,,,0,,,,0.0,0,2007040,38878234753,24741128822,Keygen,,294,1192,,256,,0.0,1762751331,
RSA-2048,1,,1.9140625,,0,1165,,,0,0.0,,,,0,2007040,38878234753,24741128822,Encapsulate,,294,1192,,256,,0.0,1762751331,
ECDHE-P256,1,,1.9140625,,0,1175,,,0,,,,0.0,0,2007040,38878234753,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,1.9140625,,0,1184,,,0,,,,0.0,0,2007040,38878234753,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,1.9140625,,0,1193,,,0,0.0,,,,0,2007040,38878234753,24741128822,Encapsulate,,65,32,,0,,0.0,1762751331,
Dilithium2,1,,1.9140625,,0,1204,,,0,,,,0.002,2,2007040,38878234753,24741128822,Keygen,,1312,2528,,2420,,500000.0,1762751331,
Dilithium2,1,,1.9140625,,0,1214,,,0,,,,,0,2007040,38878234753,24741128822,Sign,,1312,2528,0.0,2420,,0.0,1762751331,
Dilithium2,1,,1.9140625,,0,1223,,,0,,,,,0,2007040,38878234753,24741128822,Verify,,1312,2528,,2420,,0.0,1762751331,0.0
Dilithium3,1,,1.9140625,,0,1235,,,0,,,,0.002,2,2007040,38878234753,24741128822,Keygen,,1952,4000,,3293,,500000.0,1762751331,
Dilithium3,1,,1.9140625,,0,1249,,,0,,,,,5,2007040,38878234753,24741128822,Sign,,1952,4000,0.005,3293,,200000.0,1762751331,
Dilithium3,1,,1.9140625,,0,1258,,,0,,,,,0,2007040,38878234753,24741128822,Verify,,1952,4000,,3293,,0.0,1762751331,0.0
ECDSA-P256,1,,1.9140625,,0,1267,,,0,,,,0.0,0,2007040,38878234753,24741128822,Keygen,,65,32,,72,,0.0,1762751331,
ECDSA-P256,1,,1.9140625,,0,1275,,,0,,,,,0,2007040,38878234753,24741128822,Sign,,65,32,0.0,72,,0.0,1762751331,
ECDSA-P256,1,,1.9140625,,0,1284,,,0,,,,,0,2007040,38878234753,24741128822,Verify,,65,32,,72,,0.0,1762751331,0.0
AES-GCM-256,1,,1.9140625,1040,0,1297,,,0,,0.003627,,,3,2007040,38878234753,24741128822,BulkEncrypt,,,,,,101.5625,333333.3333333333,1762751331,
AES-GCM-256,1,,1.9140625,1040,0,1311,,0.002265,0,,,,,2,2007040,38878234753,24741128822,BulkDecrypt,,,,,,101.5625,500000.0,1762751331,
Kyber512,1,,1.90625,,944,0,,,0,,,,0.005,5,1998848,38878235287,24741128822,Keygen,,800,1632,,0,,200000.0,1762751331,
Kyber512,1,,1.90625,,983,0,,,0,,,,0.001,1,1998848,38878235287,24741128822,Keygen,,800,1632,,0,,1000000.0,1762751331,
Kyber512,1,,1.90625,,1000,0,,,0,0.0,,,,0,1998848,38878235287,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,1.90625,,1014,0,,,0,0.0,,,,0,1998848,38878235287,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,1.90625,,1026,0,0.0,,0,,,,,0,1998848,38878235287,24741128822,Decapsulate,,800,1632,,0,,0.0,1762751331,
Kyber768,1,,1.90625,,1040,0,,,0,,,,0.002,2,1998848,38878235287,24741128822,Keygen,,1184,2400,,0,,500000.0,1762751331,
Kyber768,1,,1.90625,,1055,0,,,0,,,,0.001,1,1998848,38878235287,24741128822,Keygen,,1184,2400,,0,,1000000.0,1762751331,
Kyber768,1,,1.90625,,1068,0,,,0,0.0,,,,0,1998848,38878235287,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,1.90625,,1081,0,,,0,0.0,,,,0,1998848,38878235287,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,1.90625,,1092,0,0.0,,0,,,,,0,1998848,38878235287,24741128822,Decapsulate,,1184,2400,,0,,0.0,1762751331,
RSA-2048,1,,1.90625,,1105,0,,,0,,,,0.001,1,1998848,38878235287,24741128822,Keygen,,294,1192,,256,,1000000.0,1762751331,
RSA-2048,1,,1.90625,,1119,0,,,0,,,,0.0,0,1998848,38878235287,24741128822,Keygen,,294,1192,,256,,0.0,1762751331,
RSA-2048,1,,1.90625,,1131,0,,,0,0.0,,,,0,1998848,38878235287,24741128822,Encapsulate,,294,1192,,256,,0.0,1762751331,
ECDHE-P256,1,,1.90625,,1144,0,,,0,,,,0.0,0,1998848,38878235287,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,1.90625,,1157,0,,,0,,,,0.0,0,1998848,38878235287,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,1.90625,,1169,0,,,0,0.0,,,,0,1998848,38878235287,24741128822,Encapsulate,,65,32,,0,,0.0,1762751331,
Dilithium2,1,,1.90625,,1184,0,,,0,,,,0.002,2,1998848,38878235287,24741128822,Keygen,,1312,2528,,2420,,500000.0,1762751331,
Dilithium2,1,,1.90625,,1197,0,,,0,,,,,0,1998848,38878235287,24741128822,Sign,,1312,2528,0.0,2420,,0.0,1762751331,
Dilithium2,1,,1.90625,,1209,0,,,0,,,,,0,1998848,38878235287,24741128822,Verify,,1312,2528,,2420,,0.0,1762751331,0.0
Dilithium3,1,,1.90625,,1224,0,,,0,,,,0.003,3,1998848,38878235287,24741128822,Keygen,,1952,4000,,3293,,333333.3333333333,1762751331,
Dilithium3,1,,1.90625,,1237,0,,,0,,,,,0,1998848,38878235287,24741128822,Sign,,1952,4000,0.0,3293,,0.0,1762751331,
Dilithium3,1,,1.90625,,1249,0,,,0,,,,,0,1998848,38878235287,24741128822,Verify,,1952,4000,,3293,,0.0,1762751331,0.0
ECDSA-P256,1,,1.90625,,1260,0,,,0,,,,0.0,0,1998848,38878235287,24741128822,Keygen,,65,32,,72,,0.0,1762751331,
ECDSA-P256,1,,1.90625,,1272,0,,,0,,,,,0,1998848,38878235287,24741128822,Sign,,65,32,0.0,72,,0.0,1762751331,
ECDSA-P256,1,,1.90625,,1285,0,,,0,,,,,0,1998848,38878235287,24741128822,Verify,,65,32,,72,,0.0,1762751331,0.0
AES-GCM-256,1,,1.90625,1040,1301,0,,,0,,0.003376,,,3,1998848,38878235287,24741128822,BulkEncrypt,,,,,,101.5625,333333.3333333333,1762751331,
AES-GCM-256,1,,1.90625,1040,1317,0,,0.002835,0,,,,,2,1998848,38878235287,24741128822,BulkDecrypt,,,,,,101.5625,500000.0,1762751331,
Kyber512,1,,1.890625,,753,0,,,0,,,,0.005,5,1982464,38878235287,24741128822,Keygen,,800,1632,,0,,200000.0,1762751331,
Kyber512,1,,2.1796875,,789,0,,,0,,,,0.0,0,2285568,38878235287,24741128822,Keygen,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,2.1796875,,801,0,,,0,0.0,,,,0,2285568,38878235287,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,2.1796875,,812,0,,,0,0.0,,,,0,2285568,38878235287,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,2.1796875,,821,0,0.0,,0,,,,,0,2285568,38878235287,24741128822,Decapsulate,,800,1632,,0,,0.0,1762751331,
Kyber768,1,,2.1796875,,832,0,,,0,,,,0.001,1,2285568,38878235287,24741128822,Keygen,,1184,2400,,0,,1000000.0,1762751331,
Kyber768,1,,2.1796875,,843,0,,,0,,,,0.001,1,2285568,38878235287,24741128822,Keygen,,1184,2400,,0,,1000000.0,1762751331,
Kyber768,1,,2.1796875,,853,0,,,0,0.0,,,,0,2285568,38878235287,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,2.1796875,,862,0,,,0,0.0,,,,0,2285568,38878235287,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,2.1796875,,870,0,0.0,,0,,,,,0,2285568,38878235287,24741128822,Decapsulate,,1184,2400,,0,,0.0,1762751331,
RSA-2048,1,,2.1796875,,881,0,,,0,,,,0.0,0,2285568,38878235287,24741128822,Keygen,,294,1192,,256,,0.0,1762751331,
RSA-2048,1,,2.1796875,,891,0,,,0,,,,0.0,0,2285568,38878235287,24741128822,Keygen,,294,1192,,256,,0.0,1762751331,
RSA-2048,1,,2.1796875,,900,0,,,0,0.0,,,,0,2285568,38878235287,24741128822,Encapsulate,,294,1192,,256,,0.0,1762751331,
ECDHE-P256,1,,2.1796875,,909,0,,,0,,,,0.0,0,2285568,38878235287,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,2.1796875,,919,0,,,0,,,,0.0,0,2285568,38878235287,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,2.1796875,,929,0,,,0,0.0,,,,0,2285568,38878235287,24741128822,Encapsulate,,65,32,,0,,0.0,1762751331,
Dilithium2,1,,2.1796875,,940,0,,,0,,,,0.002,2,2285568,38878235287,24741128822,Keygen,,1312,2528,,2420,,500000.0,1762751331,
Dilithium2,1,,2.1796875,,950,0,,,0,,,,,0,2285568,38878235287,24741128822,Sign,,1312,2528,0.0,2420,,0.0,1762751331,
Dilithium2,1,,2.1796875,,959,0,,,0,,,,,0,2285568,38878235287,24741128822,Verify,,1312,2528,,2420,,0.0,1762751331,0.0
Dilithium3,1,,2.1796875,,971,0,,,0,,,,0.002,2,2285568,38878235287,24741128822,Keygen,,1952,4000,,3293,,500000.0,1762751331,
Dilithium3,1,,2.1796875,,980,0,,,0,,,,,0,2285568,38878235287,24741128822,Sign,,1952,4000,0.0,3293,,0.0,1762751331,
Dilithium3,1,,2.1796875,,989,0,,,0,,,,,0,2285568,38878235287,24741128822,Verify,,1952,4000,,3293,,0.0,1762751331,0.0
ECDSA-P256,1,,2.1796875,,989,12,,,0,,,,0.0,0,2285568,38878235287,24741128822,Keygen,,65,32,,72,,0.0,1762751331,
ECDSA-P256,1,,2.1796875,,989,23,,,0,,,,,0,2285568,38878235287,24741128822,Sign,,65,32,0.0,72,,0.0,1762751331,
ECDSA-P256,1,,2.1796875,,989,32,,,0,,,,,0,2285568,38878235287,24741128822,Verify,,65,32,,72,,0.0,1762751331,0.0
AES-GCM-256,1,,2.1796875,1040,989,44,,,0,,0.003056,,,3,2285568,38878235287,24741128822,BulkEncrypt,,,,,,101.5625,333333.3333333333,1762751331,
AES-GCM-256,1,,2.1796875,1040,989,56,,0.002124,0,,,,,2,2285568,38878235287,24741128822,BulkDecrypt,,,,,,101.5625,500000.0,1762751331,
Kyber512,1,,1.921875,,0,903,,,0,,,,0.004,4,2015232,38878235287,24741128822,Keygen,,800,1632,,0,,250000.0,1762751331,
Kyber512,1,,1.921875,,0,939,,,0,,,,0.001,1,2015232,38878235287,24741128822,Keygen,,800,1632,,0,,1000000.0,1762751331,
Kyber512,1,,1.921875,,0,954,,,0,0.0,,,,0,2015232,38878235287,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,1.921875,,0,968,,,0,0.0,,,,0,2015232,38878235287,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,1.921875,,0,980,0.0,,0,,,,,0,2015232,38878235287,24741128822,Decapsulate,,800,1632,,0,,0.0,1762751331,
Kyber768,1,,1.921875,,0,994,,,0,,,,0.002,2,2015232,38878235287,24741128822,Keygen,,1184,2400,,0,,500000.0,1762751331,
Kyber768,1,,1.921875,,0,1009,,,0,,,,0.001,1,2015232,38878235287,24741128822,Keygen,,1184,2400,,0,,1000000.0,1762751331,
Kyber768,1,,1.921875,,14,1009,,,0,0.0,,,,0,2015232,38878235287,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,1.921875,,26,1009,,,0,0.0,,,,0,2015232,38878235287,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,1.921875,,38,1009,0.0,,0,,,,,0,2015232,38878235287,24741128822,Decapsulate,,1184,2400,,0,,0.0,1762751331,
RSA-2048,1,,1.921875,,51,1009,,,0,,,,0.001,1,2015232,38878235287,24741128822,Keygen,,294,1192,,256,,1000000.0,1762751331,
RSA-2048,1,,1.921875,,64,1009,,,0,,,,0.0,0,2015232,38878235287,24741128822,Keygen,,294,1192,,256,,0.0,1762751331,
RSA-2048,1,,1.921875,,77,1009,,,0,0.0,,,,0,2015232,38878235287,24741128822,Encapsulate,,294,1192,,256,,0.0,1762751331,
ECDHE-P256,1,,1.921875,,90,1009,,,0,,,,0.0,0,2015232,38878235287,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,1.921875,,103,1009,,,0,,,,0.0,0,2015232,38878235287,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,1.921875,,115,1009,,,0,0.0,,,,0,2015232,38878235287,24741128822,Encapsulate,,65,32,,0,,0.0,1762751331,
Dilithium2,1,,1.921875,,130,1009,,,0,,,,0.002,2,2015232,38878235287,24741128822,Keygen,,1312,2528,,2420,,500000.0,1762751331,
Dilithium2,1,,1.921875,,143,1009,,,0,,,,,0,2015232,38878235287,24741128822,Sign,,1312,2528,0.0,2420,,0.0,1762751331,
Dilithium2,1,,1.921875,,156,1009,,,0,,,,,0,2015232,38878235287,24741128822,Verify,,1312,2528,,2420,,0.0,1762751331,0.0
Dilithium3,1,,1.921875,,173,1009,,,0,,,,0.003,3,2015232,38878235287,24741128822,Keygen,,1952,4000,,3293,,333333.3333333333,1762751331,
Dilithium3,1,,1.921875,,186,1009,,,0,,,,,0,2015232,38878235287,24741128822,Sign,,1952,4000,0.0,3293,,0.0,1762751331,
Dilithium3,1,,1.921875,,198,1009,,,0,,,,,0,2015232,38878235287,24741128822,Verify,,1952,4000,,3293,,0.0,1762751331,0.0
ECDSA-P256,1,,1.921875,,212,1009,,,0,,,,0.0,0,2015232,38878235287,24741128822,Keygen,,65,32,,72,,0.0,1762751331,
ECDSA-P256,1,,1.921875,,224,1009,,,0,,,,,0,2015232,38878235287,24741128822,Sign,,65,32,0.0,72,,0.0,1762751331,
ECDSA-P256,1,,1.921875,,236,1009,,,0,,,,,0,2015232,38878235287,24741128822,Verify,,65,32,,72,,0.0,1762751331,0.0
AES-GCM-256,1,,1.921875,1040,253,1009,,,0,,0.0033770000000000002,,,3,2015232,38878235287,24741128822,BulkEncrypt,,,,,,101.5625,333333.3333333333,1762751331,
AES-GCM-256,1,,1.921875,1040,269,1009,,0.0028150000000000002,0,,,,,2,2015232,38878235287,24741128822,BulkDecrypt,,,,,,101.5625,500000.0,1762751331,
Kyber512,1,,2.1875,,654,0,,,0,,,,0.004,4,2293760,38878235287,24741128822,Keygen,,800,1632,,0,,250000.0,1762751331,
Kyber512,1,,2.1875,,684,0,,,0,,,,0.0,0,2293760,38878235287,24741128822,Keygen,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,2.1875,,695,0,,,0,0.0,,,,0,2293760,38878235287,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,2.1875,,705,0,,,0,0.0,,,,0,2293760,38878235287,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,2.1875,,714,0,0.0,,0,,,,,0,2293760,38878235287,24741128822,Decapsulate,,800,1632,,0,,0.0,1762751331,
Kyber768,1,,2.1875,,725,0,,,0,,,,0.001,1,2293760,38878235287,24741128822,Keygen,,1184,2400,,0,,1000000.0,1762751331,
Kyber768,1,,2.1875,,736,0,,,0,,,,0.001,1,2293760,38878235287,24741128822,Keygen,,1184,2400,,0,,1000000.0,1762751331,
Kyber768,1,,2.1875,,748,0,,,0,0.0,,,,0,2293760,38878235287,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,2.1875,,756,0,,,0,0.0,,,,0,2293760,38878235287,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,2.1875,,764,0,0.0,,0,,,,,0,2293760,38878235287,24741128822,Decapsulate,,1184,2400,,0,,0.0,1762751331,
RSA-2048,1,,2.1875,,774,0,,,0,,,,0.0,0,2293760,38878235287,24741128822,Keygen,,294,1192,,256,,0.0,1762751331,
RSA-2048,1,,2.1875,,784,0,,,0,,,,0.0,0,2293760,38878235287,24741128822,Keygen,,294,1192,,256,,0.0,1762751331,
RSA-2048,1,,2.1875,,792,0,,,0,0.0,,,,0,2293760,38878235287,24741128822,Encapsulate,,294,1192,,256,,0.0,1762751331,
ECDHE-P256,1,,2.1875,,802,0,,,0,,,,0.0,0,2293760,38878235287,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,2.1875,,811,0,,,0,,,,0.0,0,2293760,38878235287,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,2.1875,,820,0,,,0,0.0,,,,0,2293760,38878235287,24741128822,Encapsulate,,65,32,,0,,0.0,1762751331,
Dilithium2,1,,2.1875,,832,0,,,0,,,,0.002,2,2293760,38878235287,24741128822,Keygen,,1312,2528,,2420,,500000.0,1762751331,
Dilithium2,1,,2.1875,,841,0,,,0,,,,,0,2293760,38878235287,24741128822,Sign,,1312,2528,0.0,2420,,0.0,1762751331,
Dilithium2,1,,2.1875,,850,0,,,0,,,,,0,2293760,38878235287,24741128822,Verify,,1312,2528,,2420,,0.0,1762751331,0.0
Dilithium3,1,,2.1875,,861,0,,,0,,,,0.002,2,2293760,38878235287,24741128822,Keygen,,1952,4000,,3293,,500000.0,1762751331,
Dilithium3,1,,2.1875,,873,0,,,0,,,,,2,2293760,38878235287,24741128822,Sign,,1952,4000,0.002,3293,,500000.0,1762751331,
Dilithium3,1,,2.1875,,883,0,,,0,,,,,0,2293760,38878235287,24741128822,Verify,,1952,4000,,3293,,0.0,1762751331,0.0
ECDSA-P256,1,,2.1875,,892,0,,,0,,,,0.0,0,2293760,38878235287,24741128822,Keygen,,65,32,,72,,0.0,1762751331,
ECDSA-P256,1,,2.1875,,900,0,,,0,,,,,0,2293760,38878235287,24741128822,Sign,,65,32,0.0,72,,0.0,1762751331,
ECDSA-P256,1,,2.1875,,909,0,,,0,,,,,0,2293760,38878235287,24741128822,Verify,,65,32,,72,,0.0,1762751331,0.0
AES-GCM-256,1,,2.1875,1040,921,0,,,0,,0.002735,,,2,2293760,38878235287,24741128822,BulkEncrypt,,,,,,101.5625,500000.0,1762751331,
AES-GCM-256,1,,2.1875,1040,932,0,,0.002084,0,,,,,2,2293760,38878235287,24741128822,BulkDecrypt,,,,,,101.5625,500000.0,1762751331,
Kyber512,1,,2.16015625,,690,0,,,0,,,,0.004,4,2265088,38878235287,24741128822,Keygen,,800,1632,,0,,250000.0,1762751331,
Kyber512,1,,2.16015625,,719,0,,,0,,,,0.0,0,2265088,38878235287,24741128822,Keygen,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,2.16015625,,731,0,,,0,0.0,,,,0,2265088,38878235287,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,2.16015625,,742,0,,,0,0.0,,,,0,2265088,38878235287,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,2.16015625,,751,0,0.0,,0,,,,,0,2265088,38878235287,24741128822,Decapsulate,,800,1632,,0,,0.0,1762751331,
Kyber768,1,,2.16015625,,762,0,,,0,,,,0.001,1,2265088,38878235287,24741128822,Keygen,,1184,2400,,0,,1000000.0,1762751331,
Kyber768,1,,2.16015625,,773,0,,,0,,,,0.001,1,2265088,38878235287,24741128822,Keygen,,1184,2400,,0,,1000000.0,1762751331,
Kyber768,1,,2.16015625,,784,0,,,0,0.0,,,,0,2265088,38878235287,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,2.16015625,,793,0,,,0,0.0,,,,0,2265088,38878235287,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,2.16015625,,802,0,0.0,,0,,,,,0,2265088,38878235287,24741128822,Decapsulate,,1184,2400,,0,,0.0,1762751331,
RSA-2048,1,,2.16015625,,812,0,,,0,,,,0.0,0,2265088,38878235287,24741128822,Keygen,,294,1192,,256,,0.0,1762751331,
RSA-2048,1,,2.16015625,,822,0,,,0,,,,0.0,0,2265088,38878235287,24741128822,Keygen,,294,1192,,256,,0.0,1762751331,
RSA-2048,1,,2.16015625,,831,0,,,0,0.0,,,,0,2265088,38878235287,24741128822,Encapsulate,,294,1192,,256,,0.0,1762751331,
ECDHE-P256,1,,2.16015625,,842,0,,,0,,,,0.0,0,2265088,38878235287,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,2.16015625,,851,0,,,0,,,,0.0,0,2265088,38878235287,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,2.16015625,,860,0,,,0,0.0,,,,0,2265088,38878235287,24741128822,Encapsulate,,65,32,,0,,0.0,1762751331,
Dilithium2,1,,2.16015625,,871,0,,,0,,,,0.001,1,2265088,38878235287,24741128822,Keygen,,1312,2528,,2420,,1000000.0,1762751331,
Dilithium2,1,,2.16015625,,881,0,,,0,,,,,0,2265088,38878235287,24741128822,Sign,,1312,2528,0.0,2420,,0.0,1762751331,
