algorithm,attempts,avg_cpu_percent,avg_memory_mb,ciphertext_bytes,cpu_system_micros,cpu_user_micros,decapsulate_time_ms,decrypt_time_ms,disk_io_bytes,encapsulate_time_ms,encrypt_time_ms,error,keygen_time_ms,latency_micros,max_rss_bytes,net_rx_bytes,net_tx_bytes,operation,parameter_set,public_key_bytes,secret_key_bytes,sign_time_ms,signature_bytes,storage_overhead_pct,throughput_ops_per_sec,timestamp_seconds_utc,verify_time_ms
Kyber512,1,,2.16796875,,0,695,0.0,,0,,,,,0,2273280,38878234753,24741128822,Decapsulate,,800,1632,,0,,0.0,1762751331,
Kyber768,1,,2.16796875,,0,706,,,0,,,,0.001,1,2273280,38878234753,24741128822,Keygen,,1184,2400,,0,,1000000.0,1762751331,
Kyber768,1,,2.16796875,,0,717,,,0,,,,0.001,1,2273280,38878234753,24741128822,Keygen,,1184,2400,,0,,1000000.0,1762751331,
Kyber768,1,,2.16796875,,0,727,,,0,0.0,,,,0,2273280,38878234753,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,2.16796875,,0,736,,,0,0.0,,,,0,2273280,38878234753,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,2.16796875,,0,744,0.0,,0,,,,,0,2273280,38878234753,24741128822,Decapsulate,,1184,2400,,0,,0.0,1762751331,
RSA-2048,1,,2.16796875,,0,753,,,0,,,,0.0,0,2273280,38878234753,24741128822,Keygen,,294,1192,,256,,0.0,1762751331,
RSA-2048,1,,2.16796875,,0,764,,,0,,,,0.0,0,2273280,38878234753,24741128822,Keygen,,294,1192,,256,,0.0,1762751331,
RSA-2048,1,,2.16796875,,0,773,,,0,0.0,,,,0,2273280,38878234753,24741128822,Encapsulate,,294,1192,,256,,0.0,1762751331,
ECDHE-P256,1,,2.16796875,,0,783,,,0,,,,0.0,0,2273280,38878234753,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,2.16796875,,0,793,,,0,,,,0.0,0,2273280,38878234753,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,2.16796875,,0,801,,,0,0.0,,,,0,2273280,38878234753,24741128822,Encapsulate,,65,32,,0,,0.0,1762751331,
Dilithium2,1,,2.16796875,,0,814,,,0,,,,0.003,3,2273280,38878234753,24741128822,Keygen,,1312,2528,,2420,,333333.3333333333,1762751331,
Dilithium2,1,,2.16796875,,0,823,,,0,,,,,0,2273280,38878234753,24741128822,Sign,,1312,2528,0.0,2420,,0.0,1762751331,
Dilithium2,1,,2.16796875,,0,833,,,0,,,,,0,2273280,38878234753,24741128822,Verify,,1312,2528,,2420,,0.0,1762751331,0.0
Dilithium3,1,,2.16796875,,0,844,,,0,,,,0.002,2,2273280,38878234753,24741128822,Keygen,,1952,4000,,3293,,500000.0,1762751331,
Dilithium3,1,,2.16796875,,0,854,,,0,,,,,0,2273280,38878234753,24741128822,Sign,,1952,4000,0.0,3293,,0.0,1762751331,
Dilithium3,1,,2.16796875,,0,862,,,0,,,,,0,2273280,38878234753,24741128822,Verify,,1952,4000,,3293,,0.0,1762751331,0.0
ECDSA-P256,1,,2.16796875,,0,871,,,0,,,,0.0,0,2273280,38878234753,24741128822,Keygen,,65,32,,72,,0.0,1762751331,
ECDSA-P256,1,,2.16796875,,0,880,,,0,,,,,0,2273280,38878234753,24741128822,Sign,,65,32,0.0,72,,0.0,1762751331,
ECDSA-P256,1,,2.16796875,,0,889,,,0,,,,,0,2273280,38878234753,24741128822,Verify,,65,32,,72,,0.0,1762751331,0.0
AES-GCM-256,1,,2.16796875,1040,0,900,,,0,,0.0024549999999999997,,,2,2273280,38878234753,24741128822,BulkEncrypt,,,,,,101.5625,500000.0,1762751331,
AES-GCM-256,1,,2.16796875,1040,0,912,,0.0020540000000000003,0,,,,,2,2273280,38878234753,24741128822,BulkDecrypt,,,,,,101.5625,500000.0,1762751331,
Kyber512,1,,1.96484375,,991,0,,,0,,,,0.008,8,2060288,38878234753,24741128822,Keygen,,800,1632,,0,,125000.0,1762751331,
Kyber512,1,,1.96484375,,1041,0,,,0,,,,0.001,1,2060288,38878234753,24741128822,Keygen,,800,1632,,0,,1000000.0,1762751331,
Kyber512,1,,1.96484375,,1058,0,,,0,0.0,,,,0,2060288,38878234753,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,1.96484375,,1071,0,,,0,0.0,,,,0,2060288,38878234753,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,1.96484375,,1084,0,0.0,,0,,,,,0,2060288,38878234753,24741128822,Decapsulate,,800,1632,,0,,0.0,1762751331,
Kyber768,1,,1.96484375,,1098,0,,,0,,,,0.002,2,2060288,38878234753,24741128822,Keygen,,1184,2400,,0,,500000.0,1762751331,
Kyber768,1,,1.96484375,,1113,0,,,0,,,,0.001,1,2060288,38878234753,24741128822,Keygen,,1184,2400,,0,,1000000.0,1762751331,
Kyber768,1,,1.96484375,,1127,0,,,0,0.0,,,,0,2060288,38878234753,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,1.96484375,,1138,0,,,0,0.0,,,,0,2060288,38878234753,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,1.96484375,,1149,0,0.0,,0,,,,,0,2060288,38878234753,24741128822,Decapsulate,,1184,2400,,0,,0.0,1762751331,
RSA-2048,1,,1.96484375,,1163,0,,,0,,,,0.001,1,2060288,38878234753,24741128822,Keygen,,294,1192,,256,,1000000.0,1762751331,
RSA-2048,1,,1.96484375,,1177,0,,,0,,,,0.0,0,2060288,38878234753,24741128822,Keygen,,294,1192,,256,,0.0,1762751331,
RSA-2048,1,,1.96484375,,1189,0,,,0,0.0,,,,0,2060288,38878234753,24741128822,Encapsulate,,294,1192,,256,,0.0,1762751331,
ECDHE-P256,1,,1.96484375,,1202,0,,,0,,,,0.0,0,2060288,38878234753,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,1.96484375,,1215,0,,,0,,,,0.0,0,2060288,38878234753,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,1.96484375,,1228,0,,,0,0.0,,,,0,2060288,38878234753,24741128822,Encapsulate,,65,32,,0,,0.0,1762751331,
Dilithium2,1,,1.96484375,,1243,0,,,0,,,,0.002,2,2060288,38878234753,24741128822,Keygen,,1312,2528,,2420,,500000.0,1762751331,
Dilithium2,1,,1.96484375,,1256,0,,,0,,,,,0,2060288,38878234753,24741128822,Sign,,1312,2528,0.0,2420,,0.0,1762751331,
Dilithium2,1,,1.96484375,,1269,0,,,0,,,,,0,2060288,38878234753,24741128822,Verify,,1312,2528,,2420,,0.0,1762751331,0.0
Dilithium3,1,,1.96484375,,1285,0,,,0,,,,0.003,3,2060288,38878234753,24741128822,Keygen,,1952,4000,,3293,,333333.3333333333,1762751331,
Dilithium3,1,,1.96484375,,1297,0,,,0,,,,,0,2060288,38878234753,24741128822,Sign,,1952,4000,0.0,3293,,0.0,1762751331,
Dilithium3,1,,1.96484375,,1309,0,,,0,,,,,0,2060288,38878234753,24741128822,Verify,,1952,4000,,3293,,0.0,1762751331,0.0
ECDSA-P256,1,,1.96484375,,1321,0,,,0,,,,0.0,0,2060288,38878234753,24741128822,Keygen,,65,32,,72,,0.0,1762751331,
ECDSA-P256,1,,1.96484375,,1333,0,,,0,,,,,0,2060288,38878234753,24741128822,Sign,,65,32,0.0,72,,0.0,1762751331,
ECDSA-P256,1,,1.96484375,,1345,0,,,0,,,,,0,2060288,38878234753,24741128822,Verify,,65,32,,72,,0.0,1762751331,0.0
AES-GCM-256,1,,1.96484375,1040,1361,0,,,0,,0.004989,,,4,2060288,38878234753,24741128822,BulkEncrypt,,,,,,101.5625,250000.0,1762751331,
AES-GCM-256,1,,1.96484375,1040,1377,0,,0.002765,0,,,,,2,2060288,38878234753,24741128822,BulkDecrypt,,,,,,101.5625,500000.0,1762751331,
Kyber512,1,,2.19140625,,659,0,,,0,,,,0.005,5,2297856,38878234753,24741128822,Keygen,,800,1632,,0,,200000.0,1762751331,
Kyber512,1,,2.19140625,,686,0,,,0,,,,0.0,0,2297856,38878234753,24741128822,Keygen,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,2.19140625,,698,0,,,0,0.0,,,,0,2297856,38878234753,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,2.19140625,,707,0,,,0,0.0,,,,0,2297856,38878234753,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,2.19140625,,716,0,0.0,,0,,,,,0,2297856,38878234753,24741128822,Decapsulate,,800,1632,,0,,0.0,1762751331,
Kyber768,1,,2.19140625,,727,0,,,0,,,,0.001,1,2297856,38878234753,24741128822,Keygen,,1184,2400,,0,,1000000.0,1762751331,
Kyber768,1,,2.19140625,,738,0,,,0,,,,0.001,1,2297856,38878234753,24741128822,Keygen,,1184,2400,,0,,1000000.0,1762751331,
Kyber768,1,,2.19140625,,747,0,,,0,0.0,,,,0,2297856,38878234753,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,2.19140625,,756,0,,,0,0.0,,,,0,2297856,38878234753,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,2.19140625,,764,0,0.0,,0,,,,,0,2297856,38878234753,24741128822,Decapsulate,,1184,2400,,0,,0.0,1762751331,
RSA-2048,1,,2.19140625,,774,0,,,0,,,,0.0,0,2297856,38878234753,24741128822,Keygen,,294,1192,,256,,0.0,1762751331,
RSA-2048,1,,2.19140625,,784,0,,,0,,,,0.0,0,2297856,38878234753,24741128822,Keygen,,294,1192,,256,,0.0,1762751331,
RSA-2048,1,,2.19140625,,793,0,,,0,0.0,,,,0,2297856,38878234753,24741128822,Encapsulate,,294,1192,,256,,0.0,1762751331,
ECDHE-P256,1,,2.19140625,,802,0,,,0,,,,0.0,0,2297856,38878234753,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,2.19140625,,811,0,,,0,,,,0.0,0,2297856,38878234753,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,2.19140625,,821,0,,,0,0.0,,,,0,2297856,38878234753,24741128822,Encapsulate,,65,32,,0,,0.0,1762751331,
Dilithium2,1,,2.19140625,,832,0,,,0,,,,0.002,2,2297856,38878234753,24741128822,Keygen,,1312,2528,,2420,,500000.0,1762751331,
Dilithium2,1,,2.19140625,,842,0,,,0,,,,,0,2297856,38878234753,24741128822,Sign,,1312,2528,0.0,2420,,0.0,1762751331,
Dilithium2,1,,2.19140625,,852,0,,,0,,,,,0,2297856,38878234753,24741128822,Verify,,1312,2528,,2420,,0.0,1762751331,0.0
Dilithium3,1,,2.19140625,,865,0,,,0,,,,0.002,2,2297856,38878234753,24741128822,Keygen,,1952,4000,,3293,,500000.0,1762751331,
Dilithium3,1,,2.19140625,,874,0,,,0,,,,,0,2297856,38878234753,24741128822,Sign,,1952,4000,0.0,3293,,0.0,1762751331,
Dilithium3,1,,2.19140625,,884,0,,,0,,,,,0,2297856,38878234753,24741128822,Verify,,1952,4000,,3293,,0.0,1762751331,0.0
ECDSA-P256,1,,2.19140625,,893,0,,,0,,,,0.0,0,2297856,38878234753,24741128822,Keygen,,65,32,,72,,0.0,1762751331,
ECDSA-P256,1,,2.19140625,,901,0,,,0,,,,,0,2297856,38878234753,24741128822,Sign,,65,32,0.0,72,,0.0,1762751331,
ECDSA-P256,1,,2.19140625,,910,0,,,0,,,,,0,2297856,38878234753,24741128822,Verify,,65,32,,72,,0.0,1762751331,0.0
AES-GCM-256,1,,2.19140625,1040,922,0,,,0,,0.002424,,,2,2297856,38878234753,24741128822,BulkEncrypt,,,,,,101.5625,500000.0,1762751331,
AES-GCM-256,1,,2.19140625,1040,933,0,,0.002084,0,,,,,2,2297856,38878234753,24741128822,BulkDecrypt,,,,,,101.5625,500000.0,1762751331,
Kyber512,1,,2.1328125,,1188,0,,,0,,,,0.008,8,2236416,38878234753,24741128822,Keygen,,800,1632,,0,,125000.0,1762751331,
Kyber512,1,,2.1328125,,1238,0,,,0,,,,0.001,1,2236416,38878234753,24741128822,Keygen,,800,1632,,0,,1000000.0,1762751331,
Kyber512,1,,2.1328125,,1259,0,,,0,0.0,,,,0,2236416,38878234753,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,2.1328125,,1276,0,,,0,0.0,,,,0,2236416,38878234753,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,2.1328125,,1291,0,0.0,,0,,,,,0,2236416,38878234753,24741128822,Decapsulate,,800,1632,,0,,0.0,1762751331,
Kyber768,1,,2.1328125,,1291,19,,,0,,,,0.009,9,2236416,38878234753,24741128822,Keygen,,1184,2400,,0,,111111.11111111111,1762751331,
Kyber768,1,,2.1328125,,1291,39,,,0,,,,0.002,2,2236416,38878234753,24741128822,Keygen,,1184,2400,,0,,500000.0,1762751331,
Kyber768,1,,2.1328125,,1291,70,,,0,0.0,,,,0,2236416,38878234753,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,2.1328125,,1291,83,,,0,0.0,,,,0,2236416,38878234753,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,2.1328125,,1291,91,0.0,,0,,,,,0,2236416,38878234753,24741128822,Decapsulate,,1184,2400,,0,,0.0,1762751331,
RSA-2048,1,,2.1328125,,1291,102,,,0,,,,0.001,1,2236416,38878234753,24741128822,Keygen,,294,1192,,256,,1000000.0,1762751331,
RSA-2048,1,,2.1328125,,1291,112,,,0,,,,0.0,0,2236416,38878234753,24741128822,Keygen,,294,1192,,256,,0.0,1762751331,
RSA-2048,1,,2.1328125,,1291,121,,,0,0.0,,,,0,2236416,38878234753,24741128822,Encapsulate,,294,1192,,256,,0.0,1762751331,
ECDHE-P256,1,,2.1328125,,1291,131,,,0,,,,0.0,0,2236416,38878234753,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,2.1328125,,1291,140,,,0,,,,0.0,0,2236416,38878234753,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,2.1328125,,1291,148,,,0,0.0,,,,0,2236416,38878234753,24741128822,Encapsulate,,65,32,,0,,0.0,1762751331,
Dilithium2,1,,2.1328125,,1291,160,,,0,,,,0.003,3,2236416,38878234753,24741128822,Keygen,,1312,2528,,2420,,333333.3333333333,1762751331,
Dilithium2,1,,2.1328125,,1291,170,,,0,,,,,0,2236416,38878234753,24741128822,Sign,,1312,2528,0.0,2420,,0.0,1762751331,
Dilithium2,1,,2.1328125,,1291,179,,,0,,,,,0,2236416,38878234753,24741128822,Verify,,1312,2528,,2420,,0.0,1762751331,0.0
Dilithium3,1,,2.1328125,,1291,190,,,0,,,,0.002,2,2236416,38878234753,24741128822,Keygen,,1952,4000,,3293,,500000.0,1762751331,
Dilithium3,1,,2.1328125,,1291,199,,,0,,,,,0,2236416,38878234753,24741128822,Sign,,1952,4000,0.0,3293,,0.0,1762751331,
Dilithium3,1,,2.1328125,,1291,208,,,0,,,,,0,2236416,38878234753,24741128822,Verify,,1952,4000,,3293,,0.0,1762751331,0.0
ECDSA-P256,1,,2.1328125,,1291,217,,,0,,,,0.0,0,2236416,38878234753,24741128822,Keygen,,65,32,,72,,0.0,1762751331,
ECDSA-P256,1,,2.1328125,,1291,226,,,0,,,,,0,2236416,38878234753,24741128822,Sign,,65,32,0.0,72,,0.0,1762751331,
ECDSA-P256,1,,2.1328125,,1291,235,,,0,,,,,0,2236416,38878234753,24741128822,Verify,,65,32,,72,,0.0,1762751331,0.0
AES-GCM-256,1,,2.1328125,1040,1291,246,,,0,,0.002595,,,2,2236416,38878234753,24741128822,BulkEncrypt,,,,,,101.5625,500000.0,1762751331,
AES-GCM-256,1,,2.1328125,1040,1291,258,,0.002064,0,,,,,2,2236416,38878234753,24741128822,BulkDecrypt,,,,,,101.5625,500000.0,1762751331,
Kyber512,1,,2.1796875,,664,0,,,0,,,,0.004,4,2285568,38878234753,24741128822,Keygen,,800,1632,,0,,250000.0,1762751331,
Kyber512,1,,2.1796875,,691,0,,,0,,,,0.0,0,2285568,38878234753,24741128822,Keygen,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,2.1796875,,703,0,,,0,0.0,,,,0,2285568,38878234753,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,2.1796875,,713,0,,,0,0.0,,,,0,2285568,38878234753,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,2.1796875,,721,0,0.0,,0,,,,,0,2285568,38878234753,24741128822,Decapsulate,,800,1632,,0,,0.0,1762751331,
Kyber768,1,,2.1796875,,731,0,,,0,,,,0.001,1,2285568,38878234753,24741128822,Keygen,,1184,2400,,0,,1000000.0,1762751331,
Kyber768,1,,2.1796875,,742,0,,,0,,,,0.001,1,2285568,38878234753,24741128822,Keygen,,1184,2400,,0,,1000000.0,1762751331,
Kyber768,1,,2.1796875,,752,0,,,0,0.0,,,,0,2285568,38878234753,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,2.1796875,,760,0,,,0,0.0,,,,0,2285568,38878234753,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,2.1796875,,769,0,0.0,,0,,,,,0,2285568,38878234753,24741128822,Decapsulate,,1184,2400,,0,,0.0,1762751331,
RSA-2048,1,,2.1796875,,778,0,,,0,,,,0.0,0,2285568,38878234753,24741128822,Keygen,,294,1192,,256,,0.0,1762751331,
RSA-2048,1,,2.1796875,,788,0,,,0,,,,0.0,0,2285568,38878234753,24741128822,Keygen,,294,1192,,256,,0.0,1762751331,
RSA-2048,1,,2.1796875,,796,0,,,0,0.0,,,,0,2285568,38878234753,24741128822,Encapsulate,,294,1192,,256,,0.0,1762751331,
ECDHE-P256,1,,2.1796875,,806,0,,,0,,,,0.0,0,2285568,38878234753,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,2.1796875,,815,0,,,0,,,,0.0,0,2285568,38878234753,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,2.1796875,,824,0,,,0,0.0,,,,0,2285568,38878234753,24741128822,Encapsulate,,65,32,,0,,0.0,1762751331,
Dilithium2,1,,2.1796875,,835,0,,,0,,,,0.002,2,2285568,38878234753,24741128822,Keygen,,1312,2528,,2420,,500000.0,1762751331,
Dilithium2,1,,2.1796875,,845,0,,,0,,,,,0,2285568,38878234753,24741128822,Sign,,1312,2528,0.0,2420,,0.0,1762751331,
Dilithium2,1,,2.1796875,,854,0,,,0,,,,,0,2285568,38878234753,24741128822,Verify,,1312,2528,,2420,,0.0,1762751331,0.0
Dilithium3,1,,2.1796875,,865,0,,,0,,,,0.002,2,2285568,38878234753,24741128822,Keygen,,1952,4000,,3293,,500000.0,1762751331,
Dilithium3,1,,2.1796875,,875,0,,,0,,,,,0,2285568,38878234753,24741128822,Sign,,1952,4000,0.0,3293,,0.0,1762751331,
Dilithium3,1,,2.1796875,,883,0,,,0,,,,,0,2285568,38878234753,24741128822,Verify,,1952,4000,,3293,,0.0,1762751331,0.0
ECDSA-P256,1,,2.1796875,,892,0,,,0,,,,0.0,0,2285568,38878234753,24741128822,Keygen,,65,32,,72,,0.0,1762751331,
ECDSA-P256,1,,2.1796875,,901,0,,,0,,,,,0,2285568,38878234753,24741128822,Sign,,65,32,0.0,72,,0.0,1762751331,
ECDSA-P256,1,,2.1796875,,910,0,,,0,,,,,0,2285568,38878234753,24741128822,Verify,,65,32,,72,,0.0,1762751331,0.0
AES-GCM-256,1,,2.1796875,1040,921,0,,,0,,0.002454,,,2,2285568,38878234753,24741128822,BulkEncrypt,,,,,,101.5625,500000.0,1762751331,
AES-GCM-256,1,,2.1796875,1040,932,0,,0.002074,0,,,,,2,2285568,38878234753,24741128822,BulkDecrypt,,,,,,101.5625,500000.0,1762751331,
Kyber512,1,,1.8984375,,692,0,,,0,,,,0.003,3,1990656,38878234753,24741128822,Keygen,,800,1632,,0,,333333.3333333333,1762751331,
Kyber512,1,,1.8984375,,723,0,,,0,,,,0.0,0,1990656,38878234753,24741128822,Keygen,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,1.8984375,,735,0,,,0,0.0,,,,0,1990656,38878234753,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,1.8984375,,745,0,,,0,0.0,,,,0,1990656,38878234753,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,1.8984375,,754,0,0.0,,0,,,,,0,1990656,38878234753,24741128822,Decapsulate,,800,1632,,0,,0.0,1762751331,
Kyber768,1,,1.8984375,,764,0,,,0,,,,0.001,1,1990656,38878234753,24741128822,Keygen,,1184,2400,,0,,1000000.0,1762751331,
Kyber768,1,,1.8984375,,775,0,,,0,,,,0.001,1,1990656,38878234753,24741128822,Keygen,,1184,2400,,0,,1000000.0,1762751331,
Kyber768,1,,1.8984375,,785,0,,,0,0.0,,,,0,1990656,38878234753,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,1.8984375,,794,0,,,0,0.0,,,,0,1990656,38878234753,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,1.8984375,,802,0,0.0,,0,,,,,0,1990656,38878234753,24741128822,Decapsulate,,1184,2400,,0,,0.0,1762751331,
RSA-2048,1,,1.8984375,,812,0,,,0,,,,0.0,0,1990656,38878234753,24741128822,Keygen,,294,1192,,256,,0.0,1762751331,
RSA-2048,1,,1.8984375,,821,0,,,0,,,,0.0,0,1990656,38878234753,24741128822,Keygen,,294,1192,,256,,0.0,1762751331,
RSA-2048,1,,1.8984375,,830,0,,,0,0.0,,,,0,1990656,38878234753,24741128822,Encapsulate,,294,1192,,256,,0.0,1762751331,
ECDHE-P256,1,,1.8984375,,840,0,,,0,,,,0.0,0,1990656,38878234753,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,1.8984375,,850,0,,,0,,,,0.0,0,1990656,38878234753,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,1.8984375,,859,0,,,0,0.0,,,,0,1990656,38878234753,24741128822,Encapsulate,,65,32,,0,,0.0,1762751331,
Dilithium2,1,,1.8984375,,870,0,,,0,,,,0.002,2,1990656,38878234753,24741128822,Keygen,,1312,2528,,2420,,500000.0,1762751331,
Dilithium2,1,,1.8984375,,879,0,,,0,,,,,0,1990656,38878234753,24741128822,Sign,,1312,2528,0.0,2420,,0.0,1762751331,
Dilithium2,1,,1.8984375,,888,0,,,0,,,,,0,1990656,38878234753,24741128822,Verify,,1312,2528,,2420,,0.0,1762751331,0.0
Dilithium3,1,,1.8984375,,900,0,,,0,,,,0.002,2,1990656,38878234753,24741128822,Keygen,,1952,4000,,3293,,500000.0,1762751331,
Dilithium3,1,,1.8984375,,909,0,,,0,,,,,0,1990656,38878234753,24741128822,Sign,,1952,4000,0.0,3293,,0.0,1762751331,
Dilithium3,1,,1.8984375,,917,0,,,0,,,,,0,1990656,38878234753,24741128822,Verify,,1952,4000,,3293,,0.0,1762751331,0.0
ECDSA-P256,1,,1.8984375,,926,0,,,0,,,,0.0,0,1990656,38878234753,24741128822,Keygen,,65,32,,72,,0.0,1762751331,
ECDSA-P256,1,,1.8984375,,935,0,,,0,,,,,0,1990656,38878234753,24741128822,Sign,,65,32,0.0,72,,0.0,1762751331,
ECDSA-P256,1,,1.8984375,,944,0,,,0,,,,,0,1990656,38878234753,24741128822,Verify,,65,32,,72,,0.0,1762751331,0.0
AES-GCM-256,1,,1.8984375,1040,955,0,,,0,,0.002535,,,2,1990656,38878234753,24741128822,BulkEncrypt,,,,,,101.5625,500000.0,1762751331,
AES-GCM-256,1,,1.8984375,1040,966,0,,0.0020540000000000003,0,,,,,2,1990656,38878234753,24741128822,BulkDecrypt,,,,,,101.5625,500000.0,1762751331,
Kyber512,1,,2.1875,,691,0,,,0,,,,0.004,4,2293760,38878234753,24741128822,Keygen,,800,1632,,0,,250000.0,1762751331,
Kyber512,1,,2.1875,,720,0,,,0,,,,0.0,0,2293760,38878234753,24741128822,Keygen,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,2.1875,,732,0,,,0,0.0,,,,0,2293760,38878234753,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,2.1875,,742,0,,,0,0.0,,,,0,2293760,38878234753,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,2.1875,,750,0,0.0,,0,,,,,0,2293760,38878234753,24741128822,Decapsulate,,800,1632,,0,,0.0,1762751331,
Kyber768,1,,2.1875,,761,0,,,0,,,,0.001,1,2293760,38878234753,24741128822,Keygen,,1184,2400,,0,,1000000.0,1762751331,
Kyber768,1,,2.1875,,772,0,,,0,,,,0.001,1,2293760,38878234753,24741128822,Keygen,,1184,2400,,0,,1000000.0,1762751331,
Kyber768,1,,2.1875,,782,0,,,0,0.0,,,,0,2293760,38878234753,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,2.1875,,791,0,,,0,0.0,,,,0,2293760,38878234753,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,2.1875,,799,0,0.0,,0,,,,,0,2293760,38878234753,24741128822,Decapsulate,,1184,2400,,0,,0.0,1762751331,
RSA-2048,1,,2.1875,,808,0,,,0,,,,0.0,0,2293760,38878234753,24741128822,Keygen,,294,1192,,256,,0.0,1762751331,
RSA-2048,1,,2.1875,,818,0,,,0,,,,0.0,0,2293760,38878234753,24741128822,Keygen,,294,1192,,256,,0.0,1762751331,
RSA-2048,1,,2.1875,,827,0,,,0,0.0,,,,0,2293760,38878234753,24741128822,Encapsulate,,294,1192,,256,,0.0,1762751331,
ECDHE-P256,1,,2.1875,,837,0,,,0,,,,0.0,0,2293760,38878234753,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,2.1875,,847,0,,,0,,,,0.0,0,2293760,38878234753,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,2.1875,,856,0,,,0,0.0,,,,0,2293760,38878234753,24741128822,Encapsulate,,65,32,,0,,0.0,1762751331,
Dilithium2,1,,2.1875,,867,0,,,0,,,,0.002,2,2293760,38878234753,24741128822,Keygen,,1312,2528,,2420,,500000.0,1762751331,
Dilithium2,1,,2.1875,,877,0,,,0,,,,,0,2293760,38878234753,24741128822,Sign,,1312,2528,0.0,2420,,0.0,1762751331,
Dilithium2,1,,2.1875,,886,0,,,0,,,,,0,2293760,38878234753,24741128822,Verify,,1312,2528,,2420,,0.0,1762751331,0.0
Dilithium3,1,,2.1875,,898,0,,,0,,,,0.002,2,2293760,38878234753,24741128822,Keygen,,1952,4000,,3293,,500000.0,1762751331,
Dilithium3,1,,2.1875,,907,0,,,0,,,,,0,2293760,38878234753,24741128822,Sign,,1952,4000,0.0,3293,,0.0,1762751331,
Dilithium3,1,,2.1875,,915,0,,,0,,,,,0,2293760,38878234753,24741128822,Verify,,1952,4000,,3293,,0.0,1762751331,0.0
ECDSA-P256,1,,2.1875,,924,0,,,0,,,,0.0,0,2293760,38878234753,24741128822,Keygen,,65,32,,72,,0.0,1762751331,
ECDSA-P256,1,,2.1875,,933,0,,,0,,,,,0,2293760,38878234753,24741128822,Sign,,65,32,0.0,72,,0.0,1762751331,
ECDSA-P256,1,,2.1875,,942,0,,,0,,,,,0,2293760,38878234753,24741128822,Verify,,65,32,,72,,0.0,1762751331,0.0
